ObjectID	X	Y	Z	Timepoint	Radius	Precursors	Color
211	175.5546875	204.8476563	99	109	10	"{5, 209}"	"RGBColor[0.24409973158956885, 0.3613542754480948, 0.8160718658154158]"
211	166.5703125	203.4101563	95	215	10	"{5, 209}"	"RGBColor[0.24409973158956885, 0.3613542754480948, 0.8160718658154158]"
212	175.5546875	201.6132813	95	216	10	"{5, 209, 211}"	"RGBColor[0.8848088774968996, 0.336745016846828, 0.16902097830395774]"
212	175.1953125	208.4414063	103	300	10	"{5, 209, 211}"	"RGBColor[0.8848088774968996, 0.336745016846828, 0.16902097830395774]"
213	158.6640625	203.4101563	95	216	10	"{5, 209, 211}"	"RGBColor[0.8732873940801475, 0.2555529123375783, 0.1538948092035099]"
213	149.3203125	209.8789063	103	300	10	"{5, 209, 211}"	"RGBColor[0.8732873940801475, 0.2555529123375783, 0.1538948092035099]"
214	184.8984375	228.5664063	91	167	10	"{5, 209, 210}"	"RGBColor[0.3088848553039641, 0.5893900984889099, 0.7345577122791972]"
214	174.4765625	249.0507813	88	249	10	"{5, 209, 210}"	"RGBColor[0.3088848553039641, 0.5893900984889099, 0.7345577122791972]"
215	172.6796875	218.8632813	95	167	10	"{5, 209, 210}"	"RGBColor[0.4578615269951089, 0.7112601413973042, 0.5069158232095047]"
215	157.9453125	233.9570313	98	254	10	"{5, 209, 210}"	"RGBColor[0.4578615269951089, 0.7112601413973042, 0.5069158232095047]"
216	159.7421875	230.7226563	98	255	10	"{5, 209, 210, 215}"	"RGBColor[0.764298309659756, 0.7284013895952726, 0.2737855189335866]"
216	165.1328125	229.2851563	97	300	10	"{5, 209, 210, 215}"	"RGBColor[0.764298309659756, 0.7284013895952726, 0.2737855189335866]"
217	153.2734375	243.6601563	98	255	10	"{5, 209, 210, 215}"	"RGBColor[0.8399752064089648, 0.6879678797568477, 0.24484554657550375]"
217	148.9609375	249.7695313	95	300	10	"{5, 209, 210, 215}"	"RGBColor[0.8399752064089648, 0.6879678797568477, 0.24484554657550375]"
218	181.3046875	244.0195313	87	250	10	"{5, 209, 210, 214}"	"RGBColor[0.7376909126917319, 0.7347724092377262, 0.28518159745980254]"
218	174.8359375	249.7695313	87	300	10	"{5, 209, 210, 214}"	"RGBColor[0.7376909126917319, 0.7347724092377262, 0.28518159745980254]"
219	166.5703125	250.8476563	91	250	10	"{5, 209, 210, 214}"	"RGBColor[0.35709221022621174, 0.6514011502999659, 0.6515270132182691]"
219	164.7734375	259.1132813	95	300	10	"{5, 209, 210, 214}"	"RGBColor[0.35709221022621174, 0.6514011502999659, 0.6515270132182691]"
220	96.8515625	216.3476563	95	90	10	"{5, 208}"	"RGBColor[0.2890924929008139, 0.5437545953542328, 0.766245006351638]"
220	113.3828125	222.4570313	98	244	10	"{5, 208}"	"RGBColor[0.2890924929008139, 0.5437545953542328, 0.766245006351638]"
221	76.7265625	219.2226563	95	90	10	"{5, 208}"	"RGBColor[0.6234889798316268, 0.743534716776672, 0.3489244042472292]"
221	24.9765625	234.3164063	105	300	10	"{5, 208}"	"RGBColor[0.6234889798316268, 0.743534716776672, 0.3489244042472292]"
222	116.6171875	231.0820313	97	245	10	"{5, 208, 220}"	"RGBColor[0.2530278684278598, 0.41215659731235943, 0.8105813978522984]"
222	108.3515625	233.5976563	95	300	10	"{5, 208, 220}"	"RGBColor[0.2530278684278598, 0.41215659731235943, 0.8105813978522984]"
223	110.5078125	217.7851563	100	245	10	"{5, 208, 220}"	"RGBColor[0.24530495563349025, 0.3362092724814303, 0.8074363438942592]"
223	108.7109375	215.9882813	105	300	10	"{5, 208, 220}"	"RGBColor[0.24530495563349025, 0.3362092724814303, 0.8074363438942592]"
224	254.2578125	196.2226563	96	38	10	{6}	"RGBColor[0.7745960366677374, 0.7259356459105628, 0.26937495198615014]"
224	259.2890625	207.7226563	97	99	10	{6}	"RGBColor[0.7745960366677374, 0.7259356459105628, 0.26937495198615014]"
225	230.8984375	197.3007813	96	38	10	{6}	"RGBColor[0.8663620351669252, 0.6640874539823144, 0.2350423903761885]"
225	219.0390625	211.6757813	97	103	10	{6}	"RGBColor[0.8663620351669252, 0.6640874539823144, 0.2350423903761885]"
226	219.7578125	201.2539063	99	104	10	"{6, 225}"	"RGBColor[0.8608272315866581, 0.15820293833913882, 0.13686748188627904]"
226	219.3984375	201.9726563	96	198	10	"{6, 225}"	"RGBColor[0.8608272315866581, 0.15820293833913882, 0.13686748188627904]"
227	221.5546875	218.1445313	95	104	10	"{6, 225}"	"RGBColor[0.25685732011465645, 0.21443364495987777, 0.7585169204806308]"
227	220.4765625	222.8164063	92	159	10	"{6, 225}"	"RGBColor[0.25685732011465645, 0.21443364495987777, 0.7585169204806308]"
228	219.0390625	229.2851563	90	160	10	"{6, 225, 227}"	"RGBColor[0.4815086899674368, 0.7192027021127839, 0.47872342510720395]"
228	214.7265625	239.3476563	87	212	10	"{6, 225, 227}"	"RGBColor[0.4815086899674368, 0.7192027021127839, 0.47872342510720395]"
229	222.6328125	216.7070313	93	160	10	"{6, 225, 227}"	"RGBColor[0.28193448620583134, 0.16962377677010784, 0.7150051360557408]"
229	210.4140625	225.6914063	94	255	10	"{6, 225, 227}"	"RGBColor[0.28193448620583134, 0.16962377677010784, 0.7150051360557408]"
230	208.2578125	218.1445313	94	256	10	"{6, 225, 227, 229}"	"RGBColor[0.3475470803658941, 0.6391228673851269, 0.6679672183738471]"
230	208.9765625	222.8164063	93	300	10	"{6, 225, 227, 229}"	"RGBColor[0.3475470803658941, 0.6391228673851269, 0.6679672183738471]"
231	211.1328125	230.7226563	92	256	10	"{6, 225, 227, 229}"	"RGBColor[0.48647822614695024, 0.7208718597567578, 0.472798691450123]"
231	208.2578125	238.6289063	88	300	10	"{6, 225, 227, 229}"	"RGBColor[0.48647822614695024, 0.7208718597567578, 0.472798691450123]"
232	222.6328125	238.9882813	87	213	10	"{6, 225, 227, 228}"	"RGBColor[0.893663327370267, 0.6000638780977511, 0.2204664618258363]"
232	221.1953125	260.9101563	83	286	10	"{6, 225, 227, 228}"	"RGBColor[0.893663327370267, 0.6000638780977511, 0.2204664618258363]"
233	207.8984375	239.7070313	87	213	10	"{6, 225, 227, 228}"	"RGBColor[0.2531292429363025, 0.41273343215483776, 0.8105190563469022]"
233	199.2734375	260.9101563	86	294	10	"{6, 225, 227, 228}"	"RGBColor[0.2531292429363025, 0.41273343215483776, 0.8105190563469022]"
234	194.9609375	253.7226563	84	295	10	"{6, 225, 227, 228, 233}"	"RGBColor[0.8960284092089623, 0.5945175839719963, 0.2192037646743682]"
234	193.5234375	251.2070313	79	300	10	"{6, 225, 227, 228, 233}"	"RGBColor[0.8960284092089623, 0.5945175839719963, 0.2192037646743682]"
235	202.8671875	263.7851563	92	295	10	"{6, 225, 227, 228, 233}"	"RGBColor[0.8604108486274361, 0.6730368195584497, 0.23765515667902007]"
235	202.8671875	263.4257813	94	300	10	"{6, 225, 227, 228, 233}"	"RGBColor[0.8604108486274361, 0.6730368195584497, 0.23765515667902007]"
236	216.5234375	253.7226563	81	287	10	"{6, 225, 227, 228, 232}"	"RGBColor[0.8592197882783902, 0.6739070537102033, 0.23807423762633384]"
236	211.8515625	258.0351563	72	300	10	"{6, 225, 227, 228, 232}"	"RGBColor[0.8592197882783902, 0.6739070537102033, 0.23807423762633384]"
237	226.5859375	266.3007813	86	287	10	"{6, 225, 227, 228, 232}"	"RGBColor[0.29753642236966393, 0.5647410392493362, 0.752907047756761]"
237	223.7109375	267.3789063	87	300	10	"{6, 225, 227, 228, 232}"	"RGBColor[0.29753642236966393, 0.5647410392493362, 0.752907047756761]"
238	225.5078125	199.8164063	96	199	10	"{6, 225, 226}"	"RGBColor[0.7929306033030078, 0.721545517695106, 0.26152216723720306]"
238	223.7109375	201.9726563	101	264	10	"{6, 225, 226}"	"RGBColor[0.7929306033030078, 0.721545517695106, 0.26152216723720306]"
239	212.2109375	201.9726563	96	199	10	"{6, 225, 226}"	"RGBColor[0.8995579907435005, 0.43255882308098914, 0.18781527992866723]"
239	199.9921875	205.9257813	103	300	10	"{6, 225, 226}"	"RGBColor[0.8995579907435005, 0.43255882308098914, 0.18781527992866723]"
240	222.6328125	208.0820313	99	265	10	"{6, 225, 226, 238}"	"RGBColor[0.3651218606591491, 0.658843446206571, 0.6386403362718032]"
240	226.2265625	212.0351563	95	300	10	"{6, 225, 226, 238}"	"RGBColor[0.3651218606591491, 0.658843446206571, 0.6386403362718032]"
241	221.5546875	195.8632813	103	265	10	"{6, 225, 226, 238}"	"RGBColor[0.864468660501852, 0.1866530496756904, 0.14184364508429786]"
241	221.9140625	199.8164063	104	300	10	"{6, 225, 226, 238}"	"RGBColor[0.864468660501852, 0.1866530496756904, 0.14184364508429786]"
242	260.3671875	197.6601563	98	100	10	"{6, 224}"	"RGBColor[0.3492094194621223, 0.115483057129695, 0.6317674923585169]"
242	259.6484375	200.5351563	100	176	10	"{6, 224}"	"RGBColor[0.3492094194621223, 0.115483057129695, 0.6317674923585169]"
243	260.0078125	214.9101563	94	100	10	"{6, 224}"	"RGBColor[0.8478076892144409, 0.6822451688666671, 0.24208964565363442]"
243	256.7734375	222.0976563	90	151	10	"{6, 224}"	"RGBColor[0.8478076892144409, 0.6822451688666671, 0.24208964565363442]"
244	262.1640625	203.4101563	96	177	10	"{6, 224, 242}"	"RGBColor[0.32942537945082107, 0.6158121975472668, 0.6991794161303595]"
244	258.5703125	205.5664063	95	234	10	"{6, 224, 242}"	"RGBColor[0.32942537945082107, 0.6158121975472668, 0.6991794161303595]"
245	259.2890625	191.9101563	100	177	10	"{6, 224, 242}"	"RGBColor[0.8032178644759468, 0.7148241967381126, 0.2577788137188224]"
245	252.1015625	191.1914063	101	297	10	"{6, 224, 242}"	"RGBColor[0.8032178644759468, 0.7148241967381126, 0.2577788137188224]"
246	252.4609375	197.6601563	99	298	10	"{6, 224, 242, 245}"	"RGBColor[0.28779126996489174, 0.15915841129359015, 0.7048429386439242]"
246	250.6640625	199.4570313	100	300	10	"{6, 224, 242, 245}"	"RGBColor[0.28779126996489174, 0.15915841129359015, 0.7048429386439242]"
247	251.3828125	185.8007813	102	300	10	"{6, 224, 242, 245}"	"RGBColor[0.87859158721199, 0.2963559957104453, 0.1610984932738901]"
247	250.3046875	187.5976563	102	298	10	"{6, 224, 242, 245}"	"RGBColor[0.87859158721199, 0.2963559957104453, 0.1610984932738901]"
248	260.3671875	199.4570313	95	235	10	"{6, 224, 242, 244}"	"RGBColor[0.8967117110055449, 0.5929151900596595, 0.21883895563561892]"
248	262.1640625	206.2851563	90	289	10	"{6, 224, 242, 244}"	"RGBColor[0.8967117110055449, 0.5929151900596595, 0.21883895563561892]"
249	255.3359375	213.4726563	95	235	10	"{6, 224, 242, 244}"	"RGBColor[0.902357472893189, 0.48868646549096073, 0.19862318372803686]"
249	261.0859375	225.3320313	82	287	10	"{6, 224, 242, 244}"	"RGBColor[0.902357472893189, 0.48868646549096073, 0.19862318372803686]"
250	257.8515625	222.8164063	85	288	10	"{6, 224, 242, 244, 249}"	"RGBColor[0.6284522112542889, 0.7434772803445677, 0.34589607218683094]"
250	253.8984375	223.1757813	85	300	10	"{6, 224, 242, 244, 249}"	"RGBColor[0.6284522112542889, 0.7434772803445677, 0.34589607218683094]"
251	262.1640625	225.3320313	80	288	10	"{6, 224, 242, 244, 249}"	"RGBColor[0.3620948444030645, 0.6568320396836487, 0.6432388156974236]"
251	265.0390625	227.8476563	72	300	10	"{6, 224, 242, 244, 249}"	"RGBColor[0.3620948444030645, 0.6568320396836487, 0.6432388156974236]"
252	252.8203125	207.3632813	92	290	10	"{6, 224, 242, 244, 248}"	"RGBColor[0.8077991280884158, 0.7114769506838303, 0.2561668716403664]"
252	257.8515625	205.9257813	92	300	10	"{6, 224, 242, 244, 248}"	"RGBColor[0.8077991280884158, 0.7114769506838303, 0.2561668716403664]"
253	267.9140625	208.4414063	87	290	10	"{6, 224, 242, 244, 248}"	"RGBColor[0.3248942422286279, 0.609983614222137, 0.7069836918826071]"
253	266.4765625	213.1132813	80	300	10	"{6, 224, 242, 244, 248}"	"RGBColor[0.3248942422286279, 0.609983614222137, 0.7069836918826071]"
254	259.2890625	230.7226563	89	152	10	"{6, 224, 243}"	"RGBColor[0.8991559305378474, 0.587183312112661, 0.21753400754016372]"
254	254.6171875	244.3789063	84	210	10	"{6, 224, 243}"	"RGBColor[0.8991559305378474, 0.587183312112661, 0.21753400754016372]"
255	255.3359375	214.9101563	93	152	10	"{6, 224, 243}"	"RGBColor[0.2965090997964434, 0.1435807019052016, 0.6897164952928614]"
255	248.8671875	226.4101563	90	234	10	"{6, 224, 243}"	"RGBColor[0.2965090997964434, 0.1435807019052016, 0.6897164952928614]"
256	256.4140625	231.8007813	90	235	10	"{6, 224, 243, 255}"	"RGBColor[0.3070394696069457, 0.5870163049411462, 0.7377361414775551]"
256	254.2578125	244.3789063	71	300	10	"{6, 224, 243, 255}"	"RGBColor[0.3070394696069457, 0.5870163049411462, 0.7377361414775551]"
257	237.7265625	226.4101563	90	235	10	"{6, 224, 243, 255}"	"RGBColor[0.26540355024874335, 0.1991625635132927, 0.7436882224575814]"
257	236.2890625	237.5507813	83	300	10	"{6, 224, 243, 255}"	"RGBColor[0.26540355024874335, 0.1991625635132927, 0.7436882224575814]"
258	249.9453125	240.0664063	82	211	10	"{6, 224, 243, 254}"	"RGBColor[0.7770396553933713, 0.7253505325709004, 0.2683283381096058]"
258	245.2734375	263.7851563	71	288	10	"{6, 224, 243, 254}"	"RGBColor[0.7770396553933713, 0.7253505325709004, 0.2683283381096058]"
259	259.6484375	248.6914063	88	211	10	"{6, 224, 243, 254}"	"RGBColor[0.7738220319419837, 0.7261209778059396, 0.26970646200364456]"
259	257.1328125	264.5039063	87	276	10	"{6, 224, 243, 254}"	"RGBColor[0.7738220319419837, 0.7261209778059396, 0.26970646200364456]"
260	266.1171875	267.7382813	86	277	10	"{6, 224, 243, 254, 259}"	"RGBColor[0.41644372218335385, 0.6929460470204258, 0.5606749392148125]"
260	265.7578125	271.3320313	71	300	10	"{6, 224, 243, 254, 259}"	"RGBColor[0.41644372218335385, 0.6929460470204258, 0.5606749392148125]"
261	249.9453125	264.5039063	90	277	10	"{6, 224, 243, 254, 259}"	"RGBColor[0.891304329222801, 0.3789410419680188, 0.17729791515326046]"
261	248.5078125	272.0507813	83	300	10	"{6, 224, 243, 254, 259}"	"RGBColor[0.891304329222801, 0.3789410419680188, 0.17729791515326046]"
262	253.5390625	263.4257813	67	289	10	"{6, 224, 243, 254, 258}"	"RGBColor[0.8530549571214656, 0.6784113146545352, 0.24024336640586455]"
262	250.3046875	269.8945313	61	300	10	"{6, 224, 243, 254, 258}"	"RGBColor[0.8530549571214656, 0.6784113146545352, 0.24024336640586455]"
263	235.5703125	261.9882813	73	289	10	"{6, 224, 243, 254, 258}"	"RGBColor[0.8579080984397666, 0.13539604989796772, 0.1328783657250193]"
263	235.5703125	267.3789063	69	300	10	"{6, 224, 243, 254, 258}"	"RGBColor[0.8579080984397666, 0.13539604989796772, 0.1328783657250193]"
264	306.3671875	233.2382813	91	132	10	"{7, 81, 110}"	"RGBColor[0.26222223464546796, 0.20484719040990984, 0.7492081730857335]"
264	304.2109375	241.1445313	86	181	10	"{7, 81, 110}"	"RGBColor[0.26222223464546796, 0.20484719040990984, 0.7492081730857335]"
265	300.2578125	215.6289063	95	132	10	"{7, 81, 110}"	"RGBColor[0.585475971417949, 0.7404710716686638, 0.3779062587645106]"
265	300.9765625	223.8945313	92	200	10	"{7, 81, 110}"	"RGBColor[0.585475971417949, 0.7404710716686638, 0.3779062587645106]"
266	309.2421875	223.1757813	92	201	10	"{7, 81, 110, 265}"	"RGBColor[0.2501165737652214, 0.23788087403009694, 0.7734684043397457]"
266	308.5234375	240.4257813	86	276	10	"{7, 81, 110, 265}"	"RGBColor[0.2501165737652214, 0.23788087403009694, 0.7734684043397457]"
267	291.2734375	223.8945313	92	201	10	"{7, 81, 110, 265}"	"RGBColor[0.3102258894333992, 0.5911151244110937, 0.7322479609681961]"
267	285.1640625	246.1757813	87	278	10	"{7, 81, 110, 265}"	"RGBColor[0.3102258894333992, 0.5911151244110937, 0.7322479609681961]"
268	282.2890625	247.2539063	89	279	10	"{7, 81, 110, 265, 267}"	"RGBColor[0.8443532134080144, 0.6847691407422876, 0.2433051214224226]"
268	279.0546875	251.9257813	85	300	10	"{7, 81, 110, 265, 267}"	"RGBColor[0.8443532134080144, 0.6847691407422876, 0.2433051214224226]"
269	287.3203125	244.3789063	82	279	10	"{7, 81, 110, 265, 267}"	"RGBColor[0.8792918913072952, 0.30090534045888445, 0.16199086735605517]"
269	286.6015625	253.0039063	66	300	10	"{7, 81, 110, 265, 267}"	"RGBColor[0.8792918913072952, 0.30090534045888445, 0.16199086735605517]"
270	308.1640625	242.9414063	82	277	10	"{7, 81, 110, 265, 266}"	"RGBColor[0.2880209145920077, 0.5410913071138546, 0.7679376622610403]"
270	311.3984375	251.2070313	65	300	10	"{7, 81, 110, 265, 266}"	"RGBColor[0.2880209145920077, 0.5410913071138546, 0.7679376622610403]"
271	309.2421875	242.2226563	87	277	10	"{7, 81, 110, 265, 266}"	"RGBColor[0.8612583739164168, 0.6724175852337269, 0.23735695037800192]"
271	311.7578125	249.0507813	85	300	10	"{7, 81, 110, 265, 266}"	"RGBColor[0.8612583739164168, 0.6724175852337269, 0.23735695037800192]"
272	316.0703125	238.6289063	86	182	10	"{7, 81, 110, 264}"	"RGBColor[0.8900999947888859, 0.6084201599992382, 0.22236889489459036]"
272	312.8359375	253.7226563	86	243	10	"{7, 81, 110, 264}"	"RGBColor[0.8900999947888859, 0.6084201599992382, 0.22236889489459036]"
273	293.0703125	242.2226563	86	182	10	"{7, 81, 110, 264}"	"RGBColor[0.24999394338244316, 0.24038690190054196, 0.7743341217170845]"
273	286.2421875	259.1132813	89	241	10	"{7, 81, 110, 264}"	"RGBColor[0.24999394338244316, 0.24038690190054196, 0.7743341217170845]"
274	285.5234375	253.0039063	89	242	10	"{7, 81, 110, 264, 273}"	"RGBColor[0.41036207845203065, 0.6889048867370331, 0.569913843537255]"
274	289.4765625	272.0507813	72	300	10	"{7, 81, 110, 264, 273}"	"RGBColor[0.41036207845203065, 0.6889048867370331, 0.569913843537255]"
275	286.9609375	265.5820313	89	242	10	"{7, 81, 110, 264, 273}"	"RGBColor[0.5648365257754642, 0.7374489875909953, 0.3958867610309341]"
275	290.9140625	285.3476563	74	300	10	"{7, 81, 110, 264, 273}"	"RGBColor[0.5648365257754642, 0.7374489875909953, 0.3958867610309341]"
276	311.0390625	247.2539063	87	244	10	"{7, 81, 110, 264, 272}"	"RGBColor[0.7908830790753378, 0.7220357880168726, 0.26239913189898106]"
276	316.0703125	269.1757813	71	300	10	"{7, 81, 110, 264, 272}"	"RGBColor[0.7908830790753378, 0.7220357880168726, 0.26239913189898106]"
277	313.5546875	264.1445313	85	244	10	"{7, 81, 110, 264, 272}"	"RGBColor[0.35242104270645686, 0.6453924403935039, 0.6595724723649389]"
277	318.9453125	281.3945313	75	300	10	"{7, 81, 110, 264, 272}"	"RGBColor[0.35242104270645686, 0.6453924403935039, 0.6595724723649389]"
278	437.1796875	172.1445313	99	8	10	{8}	"RGBColor[0.5796371050826284, 0.7396161288911657, 0.3829929142490683]"
278	486.7734375	172.8632813	100	92	10	{8}	"RGBColor[0.5796371050826284, 0.7396161288911657, 0.3829929142490683]"
279	426.0390625	173.9414063	99	8	10	{8}	"RGBColor[0.28197264663854993, 0.16955558868402315, 0.7149389232900728]"
279	396.9296875	189.0351563	95	79	10	{8}	"RGBColor[0.28197264663854993, 0.16955558868402315, 0.7149389232900728]"
280	398.7265625	185.0820313	98	80	10	"{8, 279}"	"RGBColor[0.35113034463407794, 0.11537747045496931, 0.6301208840988082]"
280	389.7421875	185.4414063	99	188	10	"{8, 279}"	"RGBColor[0.35113034463407794, 0.11537747045496931, 0.6301208840988082]"
281	394.7734375	197.3007813	95	80	10	"{8, 279}"	"RGBColor[0.45660095859619104, 0.7108367442626823, 0.5084186862032202]"
281	391.8984375	202.3320313	96	138	10	"{8, 279}"	"RGBColor[0.45660095859619104, 0.7108367442626823, 0.5084186862032202]"
282	394.4140625	211.6757813	94	139	10	"{8, 279, 281}"	"RGBColor[0.42525075239133897, 0.698798185400029, 0.5472957751185408]"
282	396.9296875	219.5820313	89	205	10	"{8, 279, 281}"	"RGBColor[0.42525075239133897, 0.698798185400029, 0.5472957751185408]"
283	389.0234375	196.5820313	96	139	10	"{8, 279, 281}"	"RGBColor[0.25625895118235753, 0.43054190087984967, 0.8085944036259479]"
283	387.5859375	199.4570313	92	238	10	"{8, 279, 281}"	"RGBColor[0.25625895118235753, 0.43054190087984967, 0.8085944036259479]"
284	389.7421875	193.3476563	92	239	10	"{8, 279, 281, 283}"	"RGBColor[0.8783892351157466, 0.635882768912209, 0.2286211702445875]"
284	390.4609375	200.8945313	95	298	10	"{8, 279, 281, 283}"	"RGBColor[0.8783892351157466, 0.635882768912209, 0.2286211702445875]"
285	386.1484375	206.6445313	92	239	10	"{8, 279, 281, 283}"	"RGBColor[0.8668714318574775, 0.6628928805742129, 0.23477042779983956]"
285	392.9765625	211.6757813	84	300	10	"{8, 279, 281, 283}"	"RGBColor[0.8668714318574775, 0.6628928805742129, 0.23477042779983956]"
287	381.1171875	198.0195313	93	299	10	"{8, 279, 281, 283, 284}"	"RGBColor[0.8966527058150168, 0.4136853896386824, 0.18411317253151716]"
287	381.4765625	198.7382813	93	300	10	"{8, 279, 281, 283, 284}"	"RGBColor[0.8966527058150168, 0.4136853896386824, 0.18411317253151716]"
288	399.8046875	201.2539063	98	299	10	"{8, 279, 281, 283, 284}"	"RGBColor[0.24828147575809262, 0.27538223908071163, 0.7864234012817686]"
288	402.3203125	201.9726563	98	300	10	"{8, 279, 281, 283, 284}"	"RGBColor[0.24828147575809262, 0.27538223908071163, 0.7864234012817686]"
289	405.9140625	217.0664063	91	206	10	"{8, 279, 281, 282}"	"RGBColor[0.8681932681699931, 0.2157530280938995, 0.14693347548794175]"
289	415.6171875	224.2539063	92	296	10	"{8, 279, 281, 282}"	"RGBColor[0.8681932681699931, 0.2157530280938995, 0.14693347548794175]"
290	385.0703125	222.0976563	88	206	10	"{8, 279, 281, 282}"	"RGBColor[0.814748006723674, 0.7063998347260739, 0.2537218715666379]"
290	385.7890625	239.3476563	90	278	10	"{8, 279, 281, 282}"	"RGBColor[0.814748006723674, 0.7063998347260739, 0.2537218715666379]"
291	389.7421875	230.7226563	82	279	10	"{8, 279, 281, 282, 290}"	"RGBColor[0.8497338802093215, 0.6808378202063848, 0.2414119050609865]"
291	395.4921875	228.9257813	73	300	10	"{8, 279, 281, 282, 290}"	"RGBColor[0.8497338802093215, 0.6808378202063848, 0.2414119050609865]"
292	384.7109375	239.7070313	90	279	10	"{8, 279, 281, 282, 290}"	"RGBColor[0.7308338011883962, 0.7364143132590307, 0.2881185319238894]"
292	387.5859375	239.3476563	89	300	10	"{8, 279, 281, 282, 290}"	"RGBColor[0.7308338011883962, 0.7364143132590307, 0.2881185319238894]"
293	406.2734375	227.4882813	90	297	10	"{8, 279, 281, 282, 289}"	"RGBColor[0.33518811949970967, 0.6232250409260758, 0.689253869799569]"
293	406.9921875	228.5664063	90	300	10	"{8, 279, 281, 282, 289}"	"RGBColor[0.33518811949970967, 0.6232250409260758, 0.689253869799569]"
294	424.6015625	221.7382813	93	297	10	"{8, 279, 281, 282, 289}"	"RGBColor[0.301180091382126, 0.573796971749063, 0.7471515394237107]"
294	423.1640625	220.3007813	94	300	10	"{8, 279, 281, 282, 289}"	"RGBColor[0.301180091382126, 0.573796971749063, 0.7471515394237107]"
295	381.8359375	184.7226563	99	189	10	"{8, 279, 280}"	"RGBColor[0.9016537868701001, 0.5379949963812729, 0.20800872520401564]"
295	372.4921875	183.2851563	106	288	10	"{8, 279, 280}"	"RGBColor[0.9016537868701001, 0.5379949963812729, 0.20800872520401564]"
296	398.7265625	183.2851563	99	189	10	"{8, 279, 280}"	"RGBColor[0.38283858591898945, 0.6706159422018716, 0.6117260451995353]"
296	401.9609375	179.3320313	106	300	10	"{8, 279, 280}"	"RGBColor[0.38283858591898945, 0.6706159422018716, 0.6117260451995353]"
297	372.8515625	176.8164063	106	289	10	"{8, 279, 280, 295}"	"RGBColor[0.24515286104650966, 0.3393174196247566, 0.8085100657889904]"
297	371.0546875	178.2539063	105	300	10	"{8, 279, 280, 295}"	"RGBColor[0.24515286104650966, 0.3393174196247566, 0.8085100657889904]"
298	374.6484375	187.5976563	103	289	10	"{8, 279, 280, 295}"	"RGBColor[0.7401205933899927, 0.7341906332950395, 0.28414095330869343]"
298	374.6484375	186.5195313	99	300	10	"{8, 279, 280, 295}"	"RGBColor[0.7401205933899927, 0.7341906332950395, 0.28414095330869343]"
299	476.7109375	173.5820313	100	93	10	"{8, 278}"	"RGBColor[0.41012404625773347, 0.6887467179438156, 0.570275449176442]"
299	451.1953125	184.0039063	99	173	10	"{8, 278}"	"RGBColor[0.41012404625773347, 0.6887467179438156, 0.570275449176442]"
300	495.0390625	171.4257813	100	93	10	"{8, 278}"	"RGBColor[0.8842613355492733, 0.622112253402996, 0.2254861055845675]"
300	556.4921875	164.9570313	109	300	10	"{8, 278}"	"RGBColor[0.8842613355492733, 0.622112253402996, 0.2254861055845675]"
301	454.7890625	189.3945313	98	174	10	"{8, 278, 299}"	"RGBColor[0.8631986514547598, 0.17673059900325216, 0.14010812520227517]"
301	446.5234375	201.2539063	97	267	10	"{8, 278, 299}"	"RGBColor[0.8631986514547598, 0.17673059900325216, 0.14010812520227517]"
302	452.2734375	175.7382813	100	174	10	"{8, 278, 299}"	"RGBColor[0.4015937853918782, 0.6830784886063214, 0.5832341602530551]"
302	438.6171875	178.6132813	107	300	10	"{8, 278, 299}"	"RGBColor[0.4015937853918782, 0.6830784886063214, 0.5832341602530551]"
303	441.8515625	209.1601563	95	268	10	"{8, 278, 299, 301}"	"RGBColor[0.7112916512439664, 0.7410935917807652, 0.29648853052260415]"
303	438.9765625	205.5664063	96	300	10	"{8, 278, 299, 301}"	"RGBColor[0.7112916512439664, 0.7410935917807652, 0.29648853052260415]"
304	452.9921875	196.5820313	98	268	10	"{8, 278, 299, 301}"	"RGBColor[0.3748390967675733, 0.6653004026414673, 0.6238784365863734]"
304	446.1640625	195.8632813	103	300	10	"{8, 278, 299, 301}"	"RGBColor[0.3748390967675733, 0.6653004026414673, 0.6238784365863734]"
305	268.6328125	184.0039063	84	40	10	{10}	"RGBColor[0.4894123304177591, 0.7218573606958649, 0.4693006212683805]"
305	272.2265625	189.3945313	88	92	10	{10}	"RGBColor[0.4894123304177591, 0.7218573606958649, 0.4693006212683805]"
306	251.3828125	186.1601563	84	40	10	{10}	"RGBColor[0.2594811075596978, 0.44887641213830004, 0.8066128987854232]"
306	232.6953125	196.5820313	83	97	10	{10}	"RGBColor[0.2594811075596978, 0.44887641213830004, 0.8066128987854232]"
309	233.4140625	189.3945313	90	98	10	"{10, 306}"	"RGBColor[0.8741401610904892, 0.2622154936904997, 0.155060150587943]"
309	219.3984375	190.4726563	91	173	10	"{10, 306}"	"RGBColor[0.8741401610904892, 0.2622154936904997, 0.155060150587943]"
310	232.3359375	195.8632813	86	98	10	"{10, 306}"	"RGBColor[0.29972217641631715, 0.5701734868837939, 0.749454449404253]"
310	225.8671875	202.6914063	81	155	10	"{10, 306}"	"RGBColor[0.29972217641631715, 0.5701734868837939, 0.749454449404253]"
311	235.9296875	203.0507813	81	156	10	"{10, 306, 310}"	"RGBColor[0.8806582276902819, 0.3097813920059391, 0.16373194410238673]"
