0 0 0          
0 -2 0          
3 2 0          
ObjectID X Y Z Timepoint Radius Precursors Color Lineage TrackID TrackColor TrackGroup Layer DivisionType
1 0 -1.135 0 1 1.17 {} Color 1 TrackId TrackColor 0 0 0
2 0.750003 -1.135 0 2 0.584984 {1} Color 1 TrackId TrackColor 0 0 0
3 -0.749997 -1.135 0 2 0.584989 {1} Color 1 TrackId TrackColor 0 0 0
4 -1.12559 -1.13431 0 3 0.293074 "{1, 3}" Color 1 TrackId TrackColor 0 0 0
5 -0.376779 -1.13277 0 3 0.295375 "{1, 3}" Color 1 TrackId TrackColor 0 0 0
6 1.1244 -1.13424 0 3 0.294111 "{1, 2}" Color 1 TrackId TrackColor 0 0 0
7 0.373218 -1.1327 0 3 0.296412 "{1, 2}" Color 1 TrackId TrackColor 0 0 0
36 0.356992 -1.08859 0 159 0.0890831 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 1
37 0.604312 -1.12368 0 87 0.0791723 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.604041 -1.1228 0 88 0.0795256 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.60377 -1.12192 0 89 0.0798789 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.603498 -1.12105 0 90 0.0802322 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.603227 -1.12017 0 91 0.0805854 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.602956 -1.1193 0 92 0.0809387 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.602684 -1.11842 0 93 0.0812919 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.602413 -1.11754 0 94 0.0816451 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.602142 -1.11667 0 95 0.0819983 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.60187 -1.11579 0 96 0.0823515 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.601599 -1.11491 0 97 0.0827047 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.601328 -1.11404 0 98 0.0830578 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.601056 -1.11316 0 99 0.0834109 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.600785 -1.11229 0 100 0.083764 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.600514 -1.11141 0 101 0.0841171 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.600242 -1.11053 0 102 0.0844701 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599971 -1.10966 0 103 0.0848232 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.5997 -1.10878 0 104 0.0851762 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599428 -1.1079 0 105 0.0855292 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599157 -1.10703 0 106 0.0858821 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.598886 -1.10615 0 107 0.0862351 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.598614 -1.10528 0 108 0.086588 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.598343 -1.1044 0 109 0.086941 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.598072 -1.10352 0 110 0.0872939 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.5978 -1.10265 0 111 0.0876467 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.597529 -1.10177 0 112 0.0879996 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.597258 -1.10089 0 113 0.0883524 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596986 -1.10002 0 114 0.0887053 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596715 -1.09914 0 115 0.0890581 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596444 -1.09827 0 116 0.0894109 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596172 -1.09739 0 117 0.0897636 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.595901 -1.09651 0 118 0.0901164 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.59563 -1.09564 0 119 0.0904691 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.595358 -1.09476 0 120 0.0908218 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.595087 -1.09388 0 121 0.0911745 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.594816 -1.09301 0 122 0.0915271 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.594544 -1.09213 0 123 0.0918798 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.594273 -1.09126 0 124 0.0922324 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.594001 -1.09038 0 125 0.092585 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.59373 -1.0895 0 126 0.0929376 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.593459 -1.08863 0 127 0.0932902 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.593187 -1.08775 0 128 0.0936427 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.592916 -1.08687 0 129 0.0939953 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.592645 -1.086 0 130 0.0943478 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.592373 -1.08512 0 131 0.0947003 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.592102 -1.08424 0 132 0.0950527 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599964 -1.05393 0 133 0.098628 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599666 -1.05297 0 134 0.0989967 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599367 -1.05201 0 135 0.0993654 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.599068 -1.05105 0 136 0.0997341 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.59877 -1.05009 0 137 0.100103 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.598471 -1.04913 0 138 0.100472 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.598172 -1.04817 0 139 0.10084 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.597874 -1.04721 0 140 0.101209 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.597575 -1.04625 0 141 0.101578 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.597277 -1.04529 0 142 0.101946 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596978 -1.04433 0 143 0.102315 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596679 -1.04337 0 144 0.102684 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596381 -1.04241 0 145 0.103053 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.596082 -1.04145 0 146 0.103421 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.595783 -1.04049 0 147 0.10379 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.595485 -1.03953 0 148 0.104159 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.595186 -1.03857 0 149 0.104528 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.594887 -1.03761 0 150 0.104896 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.594589 -1.03666 0 151 0.105265 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.59429 -1.0357 0 152 0.105634 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.593992 -1.03474 0 153 0.106003 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.593693 -1.03378 0 154 0.106372 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.593394 -1.03282 0 155 0.10674 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.593096 -1.03186 0 156 0.107109 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.592797 -1.0309 0 157 0.107478 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.592498 -1.02994 0 158 0.107847 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.5922 -1.02898 0 159 0.108216 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 -
37 0.570149 -1.03523 0 160 0.117965 "{1, 2, 7, 8, 20}" Color 1 TrackId TrackColor 0 0 1
38 -0.87215 -1.15576 0 97 0.102387 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872236 -1.15522 0 98 0.102649 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872322 -1.15468 0 99 0.102911 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872408 -1.15415 0 100 0.103173 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872493 -1.15361 0 101 0.103435 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872579 -1.15307 0 102 0.103697 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872665 -1.15253 0 103 0.103959 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872751 -1.15199 0 104 0.104221 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872837 -1.15146 0 105 0.104483 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.872922 -1.15092 0 106 0.104745 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873008 -1.15038 0 107 0.105007 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873094 -1.14984 0 108 0.105269 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87318 -1.14931 0 109 0.10553 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873266 -1.14877 0 110 0.105792 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873351 -1.14823 0 111 0.106054 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873437 -1.14769 0 112 0.106316 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873523 -1.14716 0 113 0.106578 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873609 -1.14662 0 114 0.10684 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873695 -1.14608 0 115 0.107102 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87378 -1.14554 0 116 0.107364 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873866 -1.14501 0 117 0.107626 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.873952 -1.14447 0 118 0.107887 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874038 -1.14393 0 119 0.108149 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874124 -1.14339 0 120 0.108411 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874209 -1.14285 0 121 0.108673 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874295 -1.14232 0 122 0.108935 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874381 -1.14178 0 123 0.109196 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874467 -1.14124 0 124 0.109458 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874553 -1.1407 0 125 0.10972 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874638 -1.14017 0 126 0.109982 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874724 -1.13963 0 127 0.110243 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87481 -1.13909 0 128 0.110505 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874896 -1.13855 0 129 0.110767 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.874982 -1.13802 0 130 0.111029 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875067 -1.13748 0 131 0.11129 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875153 -1.13694 0 132 0.111552 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875239 -1.1364 0 133 0.111814 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875325 -1.13586 0 134 0.112075 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87541 -1.13533 0 135 0.112337 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875496 -1.13479 0 136 0.112599 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875582 -1.13425 0 137 0.11286 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875668 -1.13371 0 138 0.113122 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875754 -1.13318 0 139 0.113383 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875839 -1.13264 0 140 0.113645 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.875925 -1.1321 0 141 0.113907 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876011 -1.13156 0 142 0.114168 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876097 -1.13103 0 143 0.11443 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876183 -1.13049 0 144 0.114691 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876268 -1.12995 0 145 0.114953 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876354 -1.12941 0 146 0.115214 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87644 -1.12887 0 147 0.115476 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876526 -1.12834 0 148 0.115738 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876612 -1.1278 0 149 0.115999 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876697 -1.12726 0 150 0.116261 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876783 -1.12672 0 151 0.116522 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876869 -1.12619 0 152 0.116783 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.876955 -1.12565 0 153 0.117045 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877041 -1.12511 0 154 0.117306 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877126 -1.12457 0 155 0.117568 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877212 -1.12404 0 156 0.117829 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877298 -1.1235 0 157 0.118091 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877384 -1.12296 0 158 0.118352 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87747 -1.12242 0 159 0.118613 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877555 -1.12188 0 160 0.118875 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877641 -1.12135 0 161 0.119136 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877727 -1.12081 0 162 0.119398 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877813 -1.12027 0 163 0.119659 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877899 -1.11973 0 164 0.11992 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.877984 -1.1192 0 165 0.120182 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.87807 -1.11866 0 166 0.120443 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878156 -1.11812 0 167 0.120704 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878242 -1.11758 0 168 0.120966 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878327 -1.11705 0 169 0.121227 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878413 -1.11651 0 170 0.121488 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878499 -1.11597 0 171 0.121749 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878585 -1.11543 0 172 0.122011 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878671 -1.1149 0 173 0.122272 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878756 -1.11436 0 174 0.122533 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878842 -1.11382 0 175 0.122794 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.878928 -1.11328 0 176 0.123056 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879014 -1.11274 0 177 0.123317 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.8791 -1.11221 0 178 0.123578 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879185 -1.11167 0 179 0.123839 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879271 -1.11113 0 180 0.1241 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879357 -1.11059 0 181 0.124362 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879443 -1.11006 0 182 0.124623 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879529 -1.10952 0 183 0.124884 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879614 -1.10898 0 184 0.125145 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.8797 -1.10844 0 185 0.125406 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879786 -1.10791 0 186 0.125667 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879872 -1.10737 0 187 0.125928 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.879958 -1.10683 0 188 0.126189 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880043 -1.10629 0 189 0.12645 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880129 -1.10575 0 190 0.126712 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880215 -1.10522 0 191 0.126973 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880301 -1.10468 0 192 0.127234 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880387 -1.10414 0 193 0.127495 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880472 -1.1036 0 194 0.127756 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880558 -1.10307 0 195 0.128017 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880644 -1.10253 0 196 0.128278 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.88073 -1.10199 0 197 0.128539 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880816 -1.10145 0 198 0.1288 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880901 -1.10092 0 199 0.129061 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.880987 -1.10038 0 200 0.129322 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881073 -1.09984 0 201 0.129583 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881159 -1.0993 0 202 0.129844 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881244 -1.09876 0 203 0.130104 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.88133 -1.09823 0 204 0.130365 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881416 -1.09769 0 205 0.130626 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881502 -1.09715 0 206 0.130887 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881588 -1.09661 0 207 0.131148 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881673 -1.09608 0 208 0.131409 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.881759 -1.09554 0 209 0.13167 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.848381 -1.09907 0 210 0.143078 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.848456 -1.09853 0 211 0.143382 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.848531 -1.098 0 212 0.143685 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.848606 -1.09746 0 213 0.143989 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.848681 -1.09693 0 214 0.144293 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.848756 -1.09639 0 215 0.144597 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 -
38 -0.886978 -1.0977 0 216 0.152748 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 0 1
39 -0.950406 -0.899941 0 97 0.0857259 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.913908 -0.894635 0 98 0.0920462 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.914369 -0.893219 0 99 0.0923526 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.91483 -0.891803 0 100 0.0926588 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.915291 -0.890387 0 101 0.0929649 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.915752 -0.888971 0 102 0.0932708 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.916213 -0.887555 0 103 0.0935766 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.916674 -0.886139 0 104 0.0938822 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.917135 -0.884723 0 105 0.0941876 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.917596 -0.883307 0 106 0.0944929 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.918057 -0.881891 0 107 0.094798 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.918518 -0.880475 0 108 0.0951029 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.918979 -0.879059 0 109 0.0954077 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.91944 -0.877643 0 110 0.0957124 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.919901 -0.876227 0 111 0.0960169 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.920362 -0.874812 0 112 0.0963212 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.920823 -0.873396 0 113 0.0966253 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.921284 -0.87198 0 114 0.0969293 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.921745 -0.870564 0 115 0.0972332 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.922206 -0.869148 0 116 0.0975368 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.922667 -0.867732 0 117 0.0978404 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.923128 -0.866316 0 118 0.0981437 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.923589 -0.8649 0 119 0.0984469 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.92405 -0.863484 0 120 0.09875 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.924511 -0.862068 0 121 0.0990528 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.924972 -0.860652 0 122 0.0993556 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.925433 -0.859236 0 123 0.0996581 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.925894 -0.85782 0 124 0.0999605 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.926355 -0.856404 0 125 0.100263 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.926816 -0.854989 0 126 0.100565 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.927277 -0.853573 0 127 0.100867 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.927738 -0.852157 0 128 0.101169 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.928199 -0.850741 0 129 0.10147 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.92866 -0.849325 0 130 0.101772 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
39 -0.929121 -0.847909 0 131 0.102073 "{1, 3, 4, 15}" Color 1 TrackId TrackColor 0 1 -
