41 0 8 #Rotation x y z
400.9 120.3 -306.0 #Center of root x y z
689 393 200 #Dimension of raw data set x y z
ObjectID X Y Z Timepoint Radius Precursors Color Lineage TrackID TrackColor TrackGroup Layer DivisionType
415 234.4887695313 174.1550292969 128 257 10 "{4, 20, 145, 149}" "RGBColor[0.364461, 0.114645, 0.618694]" 4 "{4, 2, 1, 1, 2}" "RGBColor[0.921172, 0.333333, 1.]" 5 1 -
415 243.9086914063 176.8464355469 130 300 10 "{4, 20, 145, 149}" "RGBColor[0.364461, 0.114645, 0.618694]" 4 "{4, 2, 1, 1, 2}" "RGBColor[0.921172, 0.333333, 1.]" 5 1 -
416 272.8413085938 188.2849121094 119 246 10 "{4, 19, 142, 152}" "RGBColor[0.894233, 0.397966, 0.18103]" 4 "{4, 1, 2, 2, 1}" "RGBColor[0.921172, 0.333333, 1.]" 5 2 -
416 276.2055664063 197.0319824219 111 300 10 "{4, 19, 142, 152}" "RGBColor[0.894233, 0.397966, 0.18103]" 4 "{4, 1, 2, 2, 1}" "RGBColor[0.921172, 0.333333, 1.]" 5 2 -
417 272.1684570313 172.1364746094 129 246 10 "{4, 19, 142, 152}" "RGBColor[0.847063, 0.682789, 0.242352]" 4 "{4, 1, 2, 2, 2}" "RGBColor[0.921172, 0.333333, 1.]" 5 1 -
417 278.8969726563 177.5192871094 126 300 10 "{4, 19, 142, 152}" "RGBColor[0.847063, 0.682789, 0.242352]" 4 "{4, 1, 2, 2, 2}" "RGBColor[0.921172, 0.333333, 1.]" 5 1 -
440 302.4467773438 197.7048339844 105 299 10 "{4, 19, 142, 151, 154}" "RGBColor[0.599143, 0.742472, 0.366]" 4 "{4, 1, 2, 1, 2, 1}" "RGBColor[0.921172, 0.333333, 1.]" 5 2 -
440 298.4096679688 197.0319824219 105 300 10 "{4, 19, 142, 151, 154}" "RGBColor[0.599143, 0.742472, 0.366]" 4 "{4, 1, 2, 1, 2, 1}" "RGBColor[0.921172, 0.333333, 1.]" 5 2 -
441 313.2124023438 211.8347167969 116 299 10 "{4, 19, 142, 151, 154}" "RGBColor[0.249723, 0.245922, 0.776246]" 4 "{4, 1, 2, 1, 2, 2}" "RGBColor[0.921172, 0.333333, 1.]" 5 2 -
441 311.8666992188 210.4890136719 116 300 10 "{4, 19, 142, 151, 154}" "RGBColor[0.249723, 0.245922, 0.776246]" 4 "{4, 1, 2, 1, 2, 2}" "RGBColor[0.921172, 0.333333, 1.]" 5 2 -
7 340.462890625 114.2151692708 122 1 10 {} "RGBColor[0.598226, 0.742338, 0.366799]" 7 {7} "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
7 332.0522460938 111.2434082031 123 8 10 {} "RGBColor[0.598226, 0.742338, 0.366799]" 7 {7} "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
