92;0;16;#Rotation;x;y;z;;;;;;;
315.6;117.3;-130.8;#Center;of;root;x;y;z;;;;;
682;406;130;#Dimension;of;raw;data;set;x;y;z;;;
ObjectID;X;Y;Z;Timepoint;Radius;Precursors;Color;Lineage;TrackID;TrackColor;TrackGroup;Layer;DivisionType
237;377.2978515625;129.4370117188;52;350;10;{2, 205, 223, 235};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
238;406.6025390625;133.4331054688;45;297;10;{2, 205, 223, 234};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
238;432.5771484375;118.7807617188;41;350;10;{2, 205, 223, 234};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
239;393.9482421875;141.4252929688;45;297;10;{2, 205, 223, 234};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
239;375.2998046875;151.4155273438;45;350;10;{2, 205, 223, 234};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
240;435.2412109375;83.4819335938;32;107;10;{1};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
240;486.5244140625;68.8295898438;38;350;10;{1};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
241;415.2607421875;94.8041992188;32;107;10;{1};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
241;366.6416015625;113.4526367188;39;323;10;{1};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;1
242;367.3076171875;122.7768554688;36;324;10;{1, 241};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 2, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
242;352.6552734375;127.4389648438;36;350;10;{1, 241};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 2, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
243;376.6318359375;106.1264648438;40;324;10;{1, 241};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 2, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
243;373.9677734375;108.1245117188;42;350;10;{1, 241};RGBColor[0.6103769806629107, 0.7436864538982914, 0.3569247338867527];1;{1, 2, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
244;31.6357421875;194.0405273438;35;1;10;{};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
244;98.2373046875;182.0522460938;39;85;10;{};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;0
245;108.8935546875;180.7202148438;39;86;10;{244};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
245;246.0927734375;151.4155273438;41;291;10;{244};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;0
246;90.9111328125;184.7163085938;39;86;10;{244};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
246;4.3291015625;200.0346679688;47;350;10;{244};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
247;258.0810546875;149.4174804688;41;292;10;{244, 245};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 1, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
247;279.3935546875;138.0952148438;38;350;10;{244, 245};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 1, 1};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
248;236.1025390625;153.4135742188;41;292;10;{244, 245};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 1, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
248;192.8115234375;157.4096679688;44;350;10;{244, 245};RGBColor[0.8132137883626399, 0.11746161363357921, 0.8626227824797325];244;{244, 1, 2};RGBColor[1., 0.9606012054627299, 0.13333333333333333];5;0;-
249;253.4189453125;169.3979492188;72;49;10;{8};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
249;218.1201171875;173.3940429688;80;110;10;{8};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;0
250;288.0517578125;160.7397460938;72;49;10;{8};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
250;337.3369140625;138.7612304688;78;108;10;{8};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;0
251;347.3271484375;134.0991210938;78;109;10;{8, 250};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
251;357.3173828125;129.4370117188;85;174;10;{8, 250};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;1
252;324.6826171875;144.0893554688;78;109;10;{8, 250};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
252;299.3740234375;151.4155273438;86;169;10;{8, 250};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;1
253;297.3759765625;142.0913085938;83;170;10;{8, 250, 252};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
253;295.3779296875;150.0834960938;86;248;10;{8, 250, 252};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;0
254;302.0380859375;156.0776367188;87;170;10;{8, 250, 252};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;-
254;308.0322265625;156.7436523438;94;227;10;{8, 250, 252};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;2
255;304.7021484375;146.0874023438;86;249;10;{8, 250, 252, 253};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
255;306.0341796875;146.0874023438;88;315;10;{8, 250, 252, 253};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;1
256;288.7177734375;154.7456054688;86;249;10;{8, 250, 252, 253};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
256;274.7314453125;156.0776367188;88;328;10;{8, 250, 252, 253};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;1
257;274.7314453125;152.0815429688;86;329;10;{8, 250, 252, 253, 256};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
257;273.3994140625;148.7514648438;83;350;10;{8, 250, 252, 253, 256};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
258;276.7294921875;164.0698242188;89;329;10;{8, 250, 252, 253, 256};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
258;280.7255859375;162.7377929688;90;350;10;{8, 250, 252, 253, 256};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
259;307.3662109375;149.4174804688;93;316;10;{8, 250, 252, 253, 255};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
259;310.0302734375;156.0776367188;88;350;10;{8, 250, 252, 253, 255};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
260;304.7021484375;141.4252929688;84;316;10;{8, 250, 252, 253, 255};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
260;305.3681640625;140.7592773438;82;350;10;{8, 250, 252, 253, 255};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
261;357.3173828125;118.7807617188;82;175;10;{8, 250, 251};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
261;353.9873046875;131.4350585938;84;287;10;{8, 250, 251};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;0
262;357.3173828125;134.7651367188;88;175;10;{8, 250, 251};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;-
262;366.6416015625;154.7456054688;93;315;10;{8, 250, 251};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;1
267;495.1826171875;70.8276367188;69;96;10;{7};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
267;532.4794921875;62.1694335938;77;350;10;{7};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
268;462.5478515625;86.8120117188;69;96;10;{7};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
268;429.9130859375;111.4545898438;87;329;10;{7};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;1
269;429.9130859375;102.1303710938;85;330;10;{7, 268};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
269;426.5830078125;97.4682617188;81;350;10;{7, 268};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
270;433.9091796875;117.4487304688;90;330;10;{7, 268};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;-
270;431.9111328125;118.7807617188;92;350;10;{7, 268};RGBColor[0.6690736773752811, 0.7430071930401189, 0.32111075034330483];7;{7, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;-
271;361.9794921875;127.4389648438;84;288;10;{8, 250, 251, 261};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
271;373.9677734375;126.7729492188;85;350;10;{8, 250, 251, 261};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
272;347.3271484375;136.0971679688;84;288;10;{8, 250, 251, 261};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
272;341.9990234375;132.7670898438;87;350;10;{8, 250, 251, 261};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
273;231.4404296875;169.3979492188;80;111;10;{8, 249};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
273;244.0947265625;162.0717773438;91;211;10;{8, 249};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;1
274;204.1337890625;180.7202148438;80;111;10;{8, 249};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
274;150.8525390625;194.0405273438;91;317;10;{8, 249};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;0
275;160.8427734375;193.3745117188;91;318;10;{8, 249, 274};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
275;194.8095703125;200.7006835938;93;350;10;{8, 249, 274};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
276;140.8623046875;198.0366210938;91;318;10;{8, 249, 274};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
276;88.9130859375;212.6889648438;88;350;10;{8, 249, 274};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
277;250.0888671875;171.3959960938;87;212;10;{8, 249, 273};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
277;248.0908203125;179.3881835938;95;301;10;{8, 249, 273};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;1
278;236.1025390625;162.7377929688;87;212;10;{8, 249, 273};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
278;232.1064453125;164.7358398438;91;350;10;{8, 249, 273};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;0;-
279;248.7568359375;173.3940429688;92;302;10;{8, 249, 273, 277};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
279;247.4248046875;176.0581054688;92;350;10;{8, 249, 273, 277};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;0;-
280;248.0908203125;187.3803710938;96;302;10;{8, 249, 273, 277};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;-
280;239.4326171875;190.0444335938;98;350;10;{8, 249, 273, 277};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 1, 1, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;1;-
281;303.3701171875;152.0815429688;94;228;10;{8, 250, 252, 254};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
281;300.7060546875;154.7456054688;101;325;10;{8, 250, 252, 254};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;2
282;316.0244140625;164.7358398438;97;228;10;{8, 250, 252, 254};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
282;312.0283203125;174.7260742188;95;291;10;{8, 250, 252, 254};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;1
283;312.6943359375;167.3999023438;92;292;10;{8, 250, 252, 254, 282};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;2;-
283;307.3662109375;173.3940429688;94;350;10;{8, 250, 252, 254, 282};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;2;-
284;309.3642578125;180.0541992188;98;292;10;{8, 250, 252, 254, 282};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
284;306.7001953125;184.7163085938;102;350;10;{8, 250, 252, 254, 282};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
285;298.7080078125;149.4174804688;99;326;10;{8, 250, 252, 254, 281};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
285;298.0419921875;149.4174804688;101;350;10;{8, 250, 252, 254, 281};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 1, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
286;302.0380859375;162.7377929688;102;326;10;{8, 250, 252, 254, 281};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
286;300.7060546875;162.7377929688;106;350;10;{8, 250, 252, 254, 281};RGBColor[0.2616682055062115, 0.4613212991107912, 0.8052679159043328];8;{8, 2, 2, 2, 1, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
287;362.6455078125;149.4174804688;91;316;10;{8, 250, 251, 262};RGBColor[0.5387153997443004, 0.7336242608790018, 0.4186427484707368];8;{8, 2, 1, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
287;365.9755859375;148.7514648438;89;350;10;{8, 250, 251, 262};RGBColor[0.5387153997443004, 0.7336242608790018, 0.4186427484707368];8;{8, 2, 1, 2, 1};RGBColor[1., 0.24536507209887845, 0.];1;1;-
288;368.6396484375;158.7416992188;98;316;10;{8, 250, 251, 262};RGBColor[0.24540185645690504, 0.3342290441020919, 0.8067522660596469];8;{8, 2, 1, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
288;362.6455078125;162.0717773438;99;350;10;{8, 250, 251, 262};RGBColor[0.24540185645690504, 0.3342290441020919, 0.8067522660596469];8;{8, 2, 1, 2, 2};RGBColor[1., 0.24536507209887845, 0.];1;2;-
289;306.7001953125;178.7221679688;84;240;10;{6, 10, 11, 81, 82};RGBColor[0.3676207043459745, 0.11447105188519371, 0.6159854232783675];6;{6, 2, 1, 2, 1, 1};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;1;-
289;306.7001953125;201.3666992188;88;350;10;{6, 10, 11, 81, 82};RGBColor[0.3676207043459745, 0.11447105188519371, 0.6159854232783675];6;{6, 2, 1, 2, 1, 1};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;1;-
290;309.3642578125;196.7045898438;88;240;10;{6, 10, 11, 81, 82};RGBColor[0.8717939249643318, 0.2438845910241043, 0.15185392189674668];6;{6, 2, 1, 2, 1, 2};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;2;-
290;307.3662109375;210.6909179688;94;306;10;{6, 10, 11, 81, 82};RGBColor[0.8717939249643318, 0.2438845910241043, 0.15185392189674668];6;{6, 2, 1, 2, 1, 2};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;2;2
291;310.0302734375;219.3491210938;92;307;10;{6, 10, 11, 81, 82, 290};RGBColor[0.8911154738274677, 0.37771419165151543, 0.1770572630405536];6;{6, 2, 1, 2, 1, 2, 1};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;2;-
291;314.0263671875;228.0073242188;93;350;10;{6, 10, 11, 81, 82, 290};RGBColor[0.8911154738274677, 0.37771419165151543, 0.1770572630405536];6;{6, 2, 1, 2, 1, 2, 1};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;2;-
292;304.0361328125;203.3647460938;96;307;10;{6, 10, 11, 81, 82, 290};RGBColor[0.3180948232218087, 0.6012372491706424, 0.7186947785882545];6;{6, 2, 1, 2, 1, 2, 2};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;2;-
292;307.3662109375;208.6928710938;99;350;10;{6, 10, 11, 81, 82, 290};RGBColor[0.3180948232218087, 0.6012372491706424, 0.7186947785882545];6;{6, 2, 1, 2, 1, 2, 2};RGBColor[0.5430075532158388, 0.13333333333333333, 1.];2;2;-
