ID Time CellCorners
20 17 0,-0.84144,0,0,-1.07072,0,-0.240193,-1.04479,0,-0.249976,-1.04145,0,-0.248231,-0.847879,0
19 17 -0.249976,-1.04145,0,-0.5,-1.09288,0,-0.494311,-0.864575,0,-0.248231,-0.847879,0
18 17 0.5,-1.0926,0,0.5,-1.33,0,0.242424,-1.33,0,0.259774,-1.0453,0
17 17 0.242424,-1.33,0,0,-1.33,0,0,-1.07072,0,0.249991,-1.04098,0,0.259774,-1.0453,0
16 17 0.494311,-0.864717,0,0.5,-1.0926,0,0.259774,-1.0453,0,0.249991,-1.04098,0,0.248219,-0.847912,0
15 17 0.249991,-1.04098,0,0,-1.07072,0,0,-0.84144,0,0.248219,-0.847912,0
14 17 -0.5,-1.09288,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984817,-1.04607,0
13 17 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.99944,-1.04088,0,-0.984817,-1.04607,0
12 17 -0.494311,-0.864575,0,-0.5,-1.09288,0,-0.984817,-1.04607,0,-0.99944,-1.04088,0,-0.988621,-0.910044,0
11 17 -0.99944,-1.04088,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.988621,-0.910044,0
10 17 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.1941,0
9 17 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.0926,0,0.999999,-1.1941,0
8 17 0.999999,-1.1941,0,0.5,-1.0926,0,0.494311,-0.864717,0,1.5,-0.94,0,1.5,-1.12,0
22 18 0,-1.06764,0,0,-1.33,0,-0.257586,-1.33,0,-0.240192,-1.04199,0
21 18 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.09119,0,-0.249975,-1.03865,0,-0.240192,-1.04199,0
20 18 0,-0.83528,0,0,-1.06764,0,-0.240192,-1.04199,0,-0.249975,-1.03865,0,-0.24812,-0.84212,0
19 18 -0.249975,-1.03865,0,-0.5,-1.09119,0,-0.493956,-0.859861,0,-0.24812,-0.84212,0
18 18 0.5,-1.09089,0,0.5,-1.33,0,0.242424,-1.33,0,0.259774,-1.04254,0
17 18 0.242424,-1.33,0,0,-1.33,0,0,-1.06764,0,0.24999,-1.03815,0,0.259774,-1.04254,0
16 18 0.493956,-0.860012,0,0.5,-1.09089,0,0.259774,-1.04254,0,0.24999,-1.03815,0,0.248108,-0.842155,0
15 18 0.24999,-1.03815,0,0,-1.06764,0,0,-0.83528,0,0.248108,-0.842155,0
14 18 -0.5,-1.09119,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984788,-1.04532,0
13 18 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999403,-1.04015,0,-0.984788,-1.04532,0
12 18 -0.493956,-0.859861,0,-0.5,-1.09119,0,-0.984788,-1.04532,0,-0.999403,-1.04015,0,-0.98791,-0.908172,0
11 18 -0.999403,-1.04015,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.98791,-0.908172,0
10 18 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19381,0
9 18 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.09089,0,0.999999,-1.19381,0
8 18 0.999999,-1.19381,0,0.5,-1.09089,0,0.493956,-0.860012,0,1.5,-0.94,0,1.5,-1.12,0
22 19 0,-1.06456,0,0,-1.33,0,-0.257586,-1.33,0,-0.240192,-1.0392,0
21 19 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.08949,0,-0.249975,-1.03585,0,-0.240192,-1.0392,0
20 19 0,-0.82912,0,0,-1.06456,0,-0.240192,-1.0392,0,-0.249975,-1.03585,0,-0.248009,-0.836362,0
19 19 -0.249975,-1.03585,0,-0.5,-1.08949,0,-0.4936,-0.855147,0,-0.248009,-0.836362,0
18 19 0.5,-1.08917,0,0.5,-1.33,0,0.242424,-1.33,0,0.259773,-1.03978,0
17 19 0.242424,-1.33,0,0,-1.33,0,0,-1.06456,0,0.24999,-1.03532,0,0.259773,-1.03978,0
16 19 0.4936,-0.855307,0,0.5,-1.08917,0,0.259773,-1.03978,0,0.24999,-1.03532,0,0.247996,-0.836399,0
15 19 0.24999,-1.03532,0,0,-1.06456,0,0,-0.82912,0,0.247996,-0.836399,0
14 19 -0.5,-1.08949,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984759,-1.04458,0
13 19 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999366,-1.03942,0,-0.984759,-1.04458,0
12 19 -0.4936,-0.855147,0,-0.5,-1.08949,0,-0.984759,-1.04458,0,-0.999366,-1.03942,0,-0.987199,-0.906299,0
11 19 -0.999366,-1.03942,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.987199,-0.906299,0
10 19 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19352,0
9 19 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.08917,0,0.999999,-1.19352,0
8 19 0.999999,-1.19352,0,0.5,-1.08917,0,0.4936,-0.855307,0,1.5,-0.94,0,1.5,-1.12,0
22 20 0,-1.06148,0,0,-1.33,0,-0.257586,-1.33,0,-0.240191,-1.03641,0
21 20 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.0878,0,-0.249974,-1.03305,0,-0.240191,-1.03641,0
20 20 0,-0.82296,0,0,-1.06148,0,-0.240191,-1.03641,0,-0.249974,-1.03305,0,-0.247898,-0.830603,0
19 20 -0.249974,-1.03305,0,-0.5,-1.0878,0,-0.493244,-0.850433,0,-0.247898,-0.830603,0
18 20 0.5,-1.08746,0,0.5,-1.33,0,0.242424,-1.33,0,0.259773,-1.03703,0
17 20 0.242424,-1.33,0,0,-1.33,0,0,-1.06148,0,0.249989,-1.03248,0,0.259773,-1.03703,0
16 20 0.493244,-0.850601,0,0.5,-1.08746,0,0.259773,-1.03703,0,0.249989,-1.03248,0,0.247885,-0.830643,0
15 20 0.249989,-1.03248,0,0,-1.06148,0,0,-0.82296,0,0.247885,-0.830643,0
14 20 -0.5,-1.0878,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.98473,-1.04383,0
13 20 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999328,-1.03869,0,-0.98473,-1.04383,0
12 20 -0.493244,-0.850433,0,-0.5,-1.0878,0,-0.98473,-1.04383,0,-0.999328,-1.03869,0,-0.986488,-0.904426,0
11 20 -0.999328,-1.03869,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.986488,-0.904426,0
10 20 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19323,0
9 20 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.08746,0,0.999999,-1.19323,0
8 20 0.999999,-1.19323,0,0.5,-1.08746,0,0.493244,-0.850601,0,1.5,-0.94,0,1.5,-1.12,0
22 21 0,-1.0584,0,0,-1.33,0,-0.257586,-1.33,0,-0.240191,-1.03362,0
21 21 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.0861,0,-0.249973,-1.03024,0,-0.240191,-1.03362,0
20 21 0,-0.8168,0,0,-1.0584,0,-0.240191,-1.03362,0,-0.249973,-1.03024,0,-0.247787,-0.824844,0
19 21 -0.249973,-1.03024,0,-0.5,-1.0861,0,-0.492889,-0.845719,0,-0.247787,-0.824844,0
18 21 0.5,-1.08575,0,0.5,-1.33,0,0.242424,-1.33,0,0.259772,-1.03427,0
17 21 0.242424,-1.33,0,0,-1.33,0,0,-1.0584,0,0.249988,-1.02965,0,0.259772,-1.03427,0
16 21 0.492889,-0.845896,0,0.5,-1.08575,0,0.259772,-1.03427,0,0.249988,-1.02965,0,0.247774,-0.824887,0
15 21 0.249988,-1.02965,0,0,-1.0584,0,0,-0.8168,0,0.247774,-0.824887,0
14 21 -0.5,-1.0861,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984701,-1.04309,0
13 21 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999291,-1.03796,0,-0.984701,-1.04309,0
12 21 -0.492889,-0.845719,0,-0.5,-1.0861,0,-0.984701,-1.04309,0,-0.999291,-1.03796,0,-0.985777,-0.902554,0
11 21 -0.999291,-1.03796,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.985777,-0.902554,0
10 21 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19294,0
9 21 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.08575,0,0.999999,-1.19294,0
8 21 0.999999,-1.19294,0,0.5,-1.08575,0,0.492889,-0.845896,0,1.5,-0.94,0,1.5,-1.12,0
22 22 0,-1.05532,0,0,-1.33,0,-0.257586,-1.33,0,-0.24019,-1.03082,0
21 22 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.08441,0,-0.249972,-1.02744,0,-0.24019,-1.03082,0
20 22 0,-0.81064,0,0,-1.05532,0,-0.24019,-1.03082,0,-0.249972,-1.02744,0,-0.247676,-0.819086,0
19 22 -0.249972,-1.02744,0,-0.5,-1.08441,0,-0.492533,-0.841004,0,-0.247676,-0.819086,0
18 22 0.5,-1.08404,0,0.5,-1.33,0,0.242424,-1.33,0,0.259771,-1.03151,0
17 22 0.242424,-1.33,0,0,-1.33,0,0,-1.05532,0,0.249987,-1.02682,0,0.259771,-1.03151,0
16 22 0.492533,-0.841191,0,0.5,-1.08404,0,0.259771,-1.03151,0,0.249987,-1.02682,0,0.247663,-0.819131,0
15 22 0.249987,-1.02682,0,0,-1.05532,0,0,-0.81064,0,0.247663,-0.819131,0
14 22 -0.5,-1.08441,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984671,-1.04235,0
13 22 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999253,-1.03723,0,-0.984671,-1.04235,0
12 22 -0.492533,-0.841004,0,-0.5,-1.08441,0,-0.984671,-1.04235,0,-0.999253,-1.03723,0,-0.985066,-0.900681,0
11 22 -0.999253,-1.03723,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.985066,-0.900681,0
10 22 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19265,0
9 22 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.08404,0,0.999999,-1.19265,0
8 22 0.999999,-1.19265,0,0.5,-1.08404,0,0.492533,-0.841191,0,1.5,-0.94,0,1.5,-1.12,0
22 23 0,-1.05224,0,0,-1.33,0,-0.257586,-1.33,0,-0.24019,-1.02803,0
21 23 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.08271,0,-0.249972,-1.02464,0,-0.24019,-1.02803,0
20 23 0,-0.80448,0,0,-1.05224,0,-0.24019,-1.02803,0,-0.249972,-1.02464,0,-0.247565,-0.813327,0
19 23 -0.249972,-1.02464,0,-0.5,-1.08271,0,-0.492178,-0.83629,0,-0.247565,-0.813327,0
18 23 0.5,-1.08232,0,0.5,-1.33,0,0.242424,-1.33,0,0.259771,-1.02875,0
17 23 0.242424,-1.33,0,0,-1.33,0,0,-1.05224,0,0.249987,-1.02399,0,0.259771,-1.02875,0
16 23 0.492178,-0.836486,0,0.5,-1.08232,0,0.259771,-1.02875,0,0.249987,-1.02399,0,0.247552,-0.813375,0
15 23 0.249987,-1.02399,0,0,-1.05224,0,0,-0.80448,0,0.247552,-0.813375,0
14 23 -0.5,-1.08271,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984642,-1.0416,0
13 23 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999216,-1.0365,0,-0.984642,-1.0416,0
12 23 -0.492178,-0.83629,0,-0.5,-1.08271,0,-0.984642,-1.0416,0,-0.999216,-1.0365,0,-0.984355,-0.898809,0
11 23 -0.999216,-1.0365,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.984355,-0.898809,0
10 23 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19236,0
9 23 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.08232,0,0.999999,-1.19236,0
8 23 0.999999,-1.19236,0,0.5,-1.08232,0,0.492178,-0.836486,0,1.5,-0.94,0,1.5,-1.12,0
22 24 0,-1.04916,0,0,-1.33,0,-0.257586,-1.33,0,-0.240189,-1.02524,0
21 24 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.08102,0,-0.249971,-1.02184,0,-0.240189,-1.02524,0
20 24 0,-0.79832,0,0,-1.04916,0,-0.240189,-1.02524,0,-0.249971,-1.02184,0,-0.247454,-0.807568,0
19 24 -0.249971,-1.02184,0,-0.5,-1.08102,0,-0.491822,-0.831576,0,-0.247454,-0.807568,0
18 24 0.5,-1.08061,0,0.5,-1.33,0,0.242424,-1.33,0,0.25977,-1.026,0
17 24 0.242424,-1.33,0,0,-1.33,0,0,-1.04916,0,0.249986,-1.02116,0,0.25977,-1.026,0
16 24 0.491822,-0.831781,0,0.5,-1.08061,0,0.25977,-1.026,0,0.249986,-1.02116,0,0.247441,-0.807618,0
15 24 0.249986,-1.02116,0,0,-1.04916,0,0,-0.79832,0,0.247441,-0.807618,0
14 24 -0.5,-1.08102,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984613,-1.04086,0
13 24 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999179,-1.03577,0,-0.984613,-1.04086,0
12 24 -0.491822,-0.831576,0,-0.5,-1.08102,0,-0.984613,-1.04086,0,-0.999179,-1.03577,0,-0.983644,-0.896936,0
11 24 -0.999179,-1.03577,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.983644,-0.896936,0
10 24 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19207,0
9 24 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.08061,0,0.999999,-1.19207,0
8 24 0.999999,-1.19207,0,0.5,-1.08061,0,0.491822,-0.831781,0,1.5,-0.94,0,1.5,-1.12,0
22 25 0,-1.04608,0,0,-1.33,0,-0.257586,-1.33,0,-0.240189,-1.02245,0
21 25 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.07932,0,-0.24997,-1.01903,0,-0.240189,-1.02245,0
20 25 0,-0.79216,0,0,-1.04608,0,-0.240189,-1.02245,0,-0.24997,-1.01903,0,-0.247343,-0.80181,0
19 25 -0.24997,-1.01903,0,-0.5,-1.07932,0,-0.491467,-0.826862,0,-0.247343,-0.80181,0
18 25 0.5,-1.0789,0,0.5,-1.33,0,0.242424,-1.33,0,0.25977,-1.02324,0
17 25 0.242424,-1.33,0,0,-1.33,0,0,-1.04608,0,0.249985,-1.01833,0,0.25977,-1.02324,0
16 25 0.491467,-0.827076,0,0.5,-1.0789,0,0.25977,-1.02324,0,0.249985,-1.01833,0,0.24733,-0.801862,0
15 25 0.249985,-1.01833,0,0,-1.04608,0,0,-0.79216,0,0.24733,-0.801862,0
14 25 -0.5,-1.07932,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984584,-1.04012,0
13 25 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999141,-1.03503,0,-0.984584,-1.04012,0
12 25 -0.491467,-0.826862,0,-0.5,-1.07932,0,-0.984584,-1.04012,0,-0.999141,-1.03503,0,-0.982933,-0.895064,0
11 25 -0.999141,-1.03503,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.982933,-0.895064,0
10 25 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19178,0
9 25 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.0789,0,0.999999,-1.19178,0
8 25 0.999999,-1.19178,0,0.5,-1.0789,0,0.491467,-0.827076,0,1.5,-0.94,0,1.5,-1.12,0
24 26 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.19149,0,0.973021,-1.17863,0,1.02068,-0.898831,0
23 26 0.973021,-1.17863,0,0.5,-1.07719,0,0.491111,-0.82237,0,1.02068,-0.898831,0
22 26 0,-1.043,0,0,-1.33,0,-0.257586,-1.33,0,-0.240188,-1.01965,0
21 26 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.07763,0,-0.249969,-1.01623,0,-0.240188,-1.01965,0
20 26 0,-0.786,0,0,-1.043,0,-0.240188,-1.01965,0,-0.249969,-1.01623,0,-0.247232,-0.796051,0
19 26 -0.249969,-1.01623,0,-0.5,-1.07763,0,-0.491111,-0.822148,0,-0.247232,-0.796051,0
18 26 0.5,-1.07719,0,0.5,-1.33,0,0.242424,-1.33,0,0.259769,-1.02048,0
17 26 0.242424,-1.33,0,0,-1.33,0,0,-1.043,0,0.249984,-1.0155,0,0.259769,-1.02048,0
16 26 0.491111,-0.82237,0,0.5,-1.07719,0,0.259769,-1.02048,0,0.249984,-1.0155,0,0.247219,-0.796106,0
15 26 0.249984,-1.0155,0,0,-1.043,0,0,-0.786,0,0.247219,-0.796106,0
14 26 -0.5,-1.07763,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984555,-1.03937,0
13 26 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999104,-1.0343,0,-0.984555,-1.03937,0
12 26 -0.491111,-0.822148,0,-0.5,-1.07763,0,-0.984555,-1.03937,0,-0.999104,-1.0343,0,-0.982222,-0.893191,0
11 26 -0.999104,-1.0343,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.982222,-0.893191,0
10 26 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19149,0
9 26 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.07719,0,0.973021,-1.17863,0,0.999999,-1.19149,0
28 27 0.247108,-0.79035,0,0.249984,-1.01267,0,0.127878,-1.00387,0,0.119872,-0.784875,0
27 27 0.127878,-1.00387,0,0,-1.03992,0,0,-0.77984,0,0.119872,-0.784875,0
26 27 -0.240188,-1.01686,0,-0.249969,-1.01343,0,-0.247121,-0.790292,0,-0.144785,-0.785906,0,-0.148992,-1.00921,0
25 27 -0.144785,-0.785906,0,0,-0.77984,0,0,-1.03992,0,-0.148992,-1.00921,0
24 27 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.19119,0,0.973021,-1.17827,0,1.01997,-0.897184,0
23 27 0.973021,-1.17827,0,0.5,-1.07547,0,0.490756,-0.817665,0,1.01997,-0.897184,0
22 27 -0.148992,-1.00921,0,0,-1.03992,0,0,-1.33,0,-0.257586,-1.33,0,-0.240188,-1.01686,0
21 27 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.07593,0,-0.249969,-1.01343,0,-0.240188,-1.01686,0
19 27 -0.249969,-1.01343,0,-0.5,-1.07593,0,-0.490756,-0.817434,0,-0.247121,-0.790292,0
18 27 0.5,-1.07547,0,0.5,-1.33,0,0.242424,-1.33,0,0.259769,-1.01772,0
17 27 0.242424,-1.33,0,0,-1.33,0,0,-1.03992,0,0.127878,-1.00387,0,0.249984,-1.01267,0,0.259769,-1.01772,0
16 27 0.490756,-0.817665,0,0.5,-1.07547,0,0.259769,-1.01772,0,0.249984,-1.01267,0,0.247108,-0.79035,0
14 27 -0.5,-1.07593,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984526,-1.03863,0
13 27 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999067,-1.03357,0,-0.984526,-1.03863,0
12 27 -0.490756,-0.817434,0,-0.5,-1.07593,0,-0.984526,-1.03863,0,-0.999067,-1.03357,0,-0.981511,-0.891319,0
11 27 -0.999067,-1.03357,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.981511,-0.891319,0
10 27 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19119,0
9 27 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.07547,0,0.973021,-1.17827,0,0.999999,-1.19119,0
32 28 0.259768,-1.01497,0,0.249983,-1.00984,0,0.246997,-0.784594,0,0.371373,-0.799055,0,0.336837,-1.01983,0
31 28 0.371373,-0.799055,0,0.4904,-0.81296,0,0.5,-1.07376,0,0.336837,-1.01983,0
30 28 -0.5,-1.07424,0,-0.4904,-0.81272,0,-0.392401,-0.801338,0,-0.355044,-1.01812,0
29 28 -0.392401,-0.801338,0,-0.247009,-0.784534,0,-0.249968,-1.01063,0,-0.355044,-1.01812,0
28 28 0.246997,-0.784594,0,0.249983,-1.00984,0,0.127877,-1.00067,0,0.119845,-0.778848,0
27 28 0.127877,-1.00067,0,0,-1.03684,0,0,-0.77368,0,0.119845,-0.778848,0
26 28 -0.240187,-1.01407,0,-0.249968,-1.01063,0,-0.247009,-0.784534,0,-0.144745,-0.779923,0,-0.148992,-1.00612,0
25 28 -0.144745,-0.779923,0,0,-0.77368,0,0,-1.03684,0,-0.148992,-1.00612,0
24 28 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.1909,0,0.973021,-1.17792,0,1.01927,-0.895538,0
23 28 0.973021,-1.17792,0,0.5,-1.07376,0,0.4904,-0.81296,0,1.01927,-0.895538,0
22 28 -0.148992,-1.00612,0,0,-1.03684,0,0,-1.33,0,-0.257586,-1.33,0,-0.240187,-1.01407,0
21 28 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.07424,0,-0.355044,-1.01812,0,-0.249968,-1.01063,0,-0.240187,-1.01407,0
18 28 0.336837,-1.01983,0,0.5,-1.07376,0,0.5,-1.33,0,0.242424,-1.33,0,0.259768,-1.01497,0
17 28 0.242424,-1.33,0,0,-1.33,0,0,-1.03684,0,0.127877,-1.00067,0,0.249983,-1.00984,0,0.259768,-1.01497,0
14 28 -0.5,-1.07424,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984497,-1.03789,0
13 28 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.999029,-1.03284,0,-0.984497,-1.03789,0
12 28 -0.4904,-0.81272,0,-0.5,-1.07424,0,-0.984497,-1.03789,0,-0.999029,-1.03284,0,-0.9808,-0.889446,0
11 28 -0.999029,-1.03284,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.9808,-0.889446,0
10 28 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.1909,0
9 28 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.07376,0,0.973021,-1.17792,0,0.999999,-1.1909,0
32 29 0.259767,-1.01221,0,0.249982,-1.00701,0,0.246886,-0.778837,0,0.371149,-0.793801,0,0.336836,-1.0173,0
31 29 0.371149,-0.793801,0,0.490044,-0.808255,0,0.5,-1.07205,0,0.336836,-1.0173,0
30 29 -0.5,-1.07255,0,-0.490044,-0.808006,0,-0.392156,-0.79617,0,-0.355042,-1.01564,0
29 29 -0.392156,-0.79617,0,-0.246898,-0.778775,0,-0.249967,-1.00782,0,-0.355042,-1.01564,0
28 29 0.246886,-0.778837,0,0.249982,-1.00701,0,0.127877,-0.997472,0,0.119817,-0.772821,0
27 29 0.127877,-0.997472,0,0,-1.03376,0,0,-0.76752,0,0.119817,-0.772821,0
26 29 -0.240187,-1.01128,0,-0.249967,-1.00782,0,-0.246898,-0.778775,0,-0.144705,-0.77394,0,-0.148992,-1.00304,0
25 29 -0.144705,-0.77394,0,0,-0.76752,0,0,-1.03376,0,-0.148992,-1.00304,0
24 29 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.19061,0,0.973021,-1.17756,0,1.01856,-0.893891,0
23 29 0.973021,-1.17756,0,0.5,-1.07205,0,0.490044,-0.808255,0,1.01856,-0.893891,0
22 29 -0.148992,-1.00304,0,0,-1.03376,0,0,-1.33,0,-0.257586,-1.33,0,-0.240187,-1.01128,0
21 29 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.07255,0,-0.355042,-1.01564,0,-0.249967,-1.00782,0,-0.240187,-1.01128,0
18 29 0.336836,-1.0173,0,0.5,-1.07205,0,0.5,-1.33,0,0.242424,-1.33,0,0.259767,-1.01221,0
17 29 0.242424,-1.33,0,0,-1.33,0,0,-1.03376,0,0.127877,-0.997472,0,0.249982,-1.00701,0,0.259767,-1.01221,0
14 29 -0.5,-1.07255,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984468,-1.03714,0
13 29 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.998992,-1.03211,0,-0.984468,-1.03714,0
12 29 -0.490044,-0.808006,0,-0.5,-1.07255,0,-0.984468,-1.03714,0,-0.998992,-1.03211,0,-0.980089,-0.887574,0
11 29 -0.998992,-1.03211,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.980089,-0.887574,0
10 29 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19061,0
9 29 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.07205,0,0.973021,-1.17756,0,0.999999,-1.19061,0
32 30 0.259767,-1.00945,0,0.249981,-1.00418,0,0.246775,-0.773081,0,0.370925,-0.788546,0,0.336835,-1.01477,0
31 30 0.370925,-0.788546,0,0.489689,-0.80355,0,0.5,-1.07033,0,0.336835,-1.01477,0
30 30 -0.5,-1.07085,0,-0.489689,-0.803292,0,-0.39191,-0.791003,0,-0.355041,-1.01317,0
29 30 -0.39191,-0.791003,0,-0.246787,-0.773016,0,-0.249966,-1.00502,0,-0.355041,-1.01317,0
28 30 0.246775,-0.773081,0,0.249981,-1.00418,0,0.127877,-0.994273,0,0.119789,-0.766794,0
27 30 0.127877,-0.994273,0,0,-1.03068,0,0,-0.76136,0,0.119789,-0.766794,0
26 30 -0.240186,-1.00848,0,-0.249966,-1.00502,0,-0.246787,-0.773016,0,-0.144665,-0.767957,0,-0.148992,-0.999958,0
25 30 -0.144665,-0.767957,0,0,-0.76136,0,0,-1.03068,0,-0.148992,-0.999958,0
24 30 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.19032,0,0.973021,-1.17721,0,1.01785,-0.892244,0
23 30 0.973021,-1.17721,0,0.5,-1.07033,0,0.489689,-0.80355,0,1.01785,-0.892244,0
22 30 -0.148992,-0.999958,0,0,-1.03068,0,0,-1.33,0,-0.257586,-1.33,0,-0.240186,-1.00848,0
21 30 -0.257586,-1.33,0,-0.5,-1.33,0,-0.5,-1.07085,0,-0.355041,-1.01317,0,-0.249966,-1.00502,0,-0.240186,-1.00848,0
18 30 0.336835,-1.01477,0,0.5,-1.07033,0,0.5,-1.33,0,0.242424,-1.33,0,0.259767,-1.00945,0
17 30 0.242424,-1.33,0,0,-1.33,0,0,-1.03068,0,0.127877,-0.994273,0,0.249981,-1.00418,0,0.259767,-1.00945,0
14 30 -0.5,-1.07085,0,-0.5,-1.33,0,-1.00913,-1.33,0,-0.984439,-1.0364,0
13 30 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-0.998954,-1.03138,0,-0.984439,-1.0364,0
12 30 -0.489689,-0.803292,0,-0.5,-1.07085,0,-0.984439,-1.0364,0,-0.998954,-1.03138,0,-0.979378,-0.885701,0
11 30 -0.998954,-1.03138,0,-1.5,-1.12,0,-1.5,-0.94,0,-0.979378,-0.885701,0
10 30 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.19032,0
9 30 0.999999,-1.33,0,0.5,-1.33,0,0.5,-1.07033,0,0.973021,-1.17721,0,0.999999,-1.19032,0
32 31 0.259766,-1.00669,0,0.249981,-1.00135,0,0.246663,-0.767325,0,0.370701,-0.783292,0,0.336834,-1.01225,0
31 31 0.370701,-0.783292,0,0.489333,-0.798844,0,0.5,-1.06862,0,0.336834,-1.01225,0
30 31 -0.5,-1.06916,0,-0.489333,-0.798578,0,-0.391664,-0.785835,0,-0.355039,-1.01069,0
