0 0 0          
0 -2 0          
3 2 0          
ObjectID X Y Z Timepoint Radius Precursors Color Lineage TrackID TrackColor TrackGroup Layer DivisionType
1 0 -1.135 0 1 1.17 {} Color 1 TrackId TrackColor 0 0 0
2 -0.750003 -1.135 0 2 0.584984 {1} Color 1 TrackId TrackColor 0 0 0
3 0.749997 -1.135 0 2 0.584989 {1} Color 1 TrackId TrackColor 0 0 0
4 1.125 -1.13423 0 3 0.29365 "{1, 3}" Color 1 TrackId TrackColor 0 0 0
5 0.374998 -1.1327 0 3 0.295957 "{1, 3}" Color 1 TrackId TrackColor 0 0 0
6 -1.125 -1.13424 0 3 0.293631 "{1, 2}" Color 1 TrackId TrackColor 0 0 0
7 -0.375007 -1.13271 0 3 0.295939 "{1, 2}" Color 1 TrackId TrackColor 0 0 0
41 -0.55568 -0.967182 0 123 0.0607938 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.555678 -0.965783 0 124 0.0610493 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.555677 -0.964385 0 125 0.0613049 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.555676 -0.962986 0 126 0.0615604 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.555675 -0.961587 0 127 0.0618159 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.555673 -0.960188 0 128 0.0620714 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.52903 -0.969471 0 129 0.0630432 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529029 -0.96809 0 130 0.0633022 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529028 -0.96671 0 131 0.0635612 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529027 -0.965329 0 132 0.0638201 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529026 -0.963949 0 133 0.0640791 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529025 -0.962568 0 134 0.064338 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529024 -0.961188 0 135 0.064597 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529023 -0.959807 0 136 0.0648559 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529022 -0.958427 0 137 0.0651149 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529021 -0.957046 0 138 0.0653738 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529019 -0.955666 0 139 0.0656327 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529018 -0.954285 0 140 0.0658917 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529017 -0.952905 0 141 0.0661506 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529016 -0.951524 0 142 0.0664095 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529015 -0.950144 0 143 0.0666684 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529014 -0.948763 0 144 0.0669273 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529013 -0.947383 0 145 0.0671862 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529012 -0.946002 0 146 0.0674451 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529011 -0.944622 0 147 0.067704 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.52901 -0.943241 0 148 0.0679628 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529009 -0.941861 0 149 0.0682217 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529008 -0.94048 0 150 0.0684806 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529007 -0.9391 0 151 0.0687394 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529006 -0.937719 0 152 0.0689983 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529004 -0.936339 0 153 0.0692572 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529003 -0.934958 0 154 0.069516 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529002 -0.933578 0 155 0.0697748 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529001 -0.932197 0 156 0.0700337 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.529 -0.930817 0 157 0.0702925 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528999 -0.929436 0 158 0.0705513 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528998 -0.928056 0 159 0.0708102 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528997 -0.926675 0 160 0.071069 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528996 -0.925295 0 161 0.0713278 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528995 -0.923914 0 162 0.0715866 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528994 -0.922534 0 163 0.0718454 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528993 -0.921153 0 164 0.0721042 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528992 -0.919773 0 165 0.072363 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.52899 -0.918392 0 166 0.0726217 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528989 -0.917012 0 167 0.0728805 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528988 -0.915631 0 168 0.0731393 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528987 -0.914251 0 169 0.0733981 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528986 -0.91287 0 170 0.0736568 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528985 -0.91149 0 171 0.0739156 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528984 -0.910109 0 172 0.0741743 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528983 -0.908729 0 173 0.0744331 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528982 -0.907348 0 174 0.0746918 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528981 -0.905968 0 175 0.0749505 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.52898 -0.904587 0 176 0.0752093 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528979 -0.903207 0 177 0.075468 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528978 -0.901826 0 178 0.0757267 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528977 -0.900446 0 179 0.0759854 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 -
41 -0.528975 -0.899065 0 180 0.0762441 "{1, 2, 7, 9, 22}" Color 1 TrackId TrackColor 0 1 0
42 0.631909 -1.13185 0 95 0.071044 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631909 -1.13105 0 96 0.0713333 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631908 -1.13024 0 97 0.0716226 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631907 -1.12943 0 98 0.0719119 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631907 -1.12863 0 99 0.0722012 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631906 -1.12782 0 100 0.0724905 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631906 -1.12702 0 101 0.0727798 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631905 -1.12621 0 102 0.0730691 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631905 -1.12541 0 103 0.0733584 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631904 -1.1246 0 104 0.0736477 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631904 -1.1238 0 105 0.073937 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631903 -1.12299 0 106 0.0742262 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631903 -1.12218 0 107 0.0745155 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631902 -1.12138 0 108 0.0748048 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631901 -1.12057 0 109 0.0750941 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631901 -1.11977 0 110 0.0753834 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.6319 -1.11896 0 111 0.0756727 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.6319 -1.11816 0 112 0.0759619 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631899 -1.11735 0 113 0.0762512 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631899 -1.11655 0 114 0.0765405 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631898 -1.11574 0 115 0.0768298 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631898 -1.11493 0 116 0.077119 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631897 -1.11413 0 117 0.0774083 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631897 -1.11332 0 118 0.0776976 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631896 -1.11252 0 119 0.0779868 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631895 -1.11171 0 120 0.0782761 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631895 -1.11091 0 121 0.0785654 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631894 -1.1101 0 122 0.0788546 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631894 -1.1093 0 123 0.0791439 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631893 -1.10849 0 124 0.0794332 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631893 -1.10768 0 125 0.0797224 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631892 -1.10688 0 126 0.0800117 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631892 -1.10607 0 127 0.080301 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631891 -1.10527 0 128 0.0805902 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.63189 -1.10446 0 129 0.0808795 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.63189 -1.10366 0 130 0.0811687 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631889 -1.10285 0 131 0.081458 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631889 -1.10205 0 132 0.0817472 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.631888 -1.10124 0 133 0.0820365 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638239 -1.06765 0 134 0.082921 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638238 -1.06673 0 135 0.0832122 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638237 -1.06582 0 136 0.0835035 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638236 -1.06491 0 137 0.0837947 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638236 -1.064 0 138 0.084086 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638235 -1.06309 0 139 0.0843772 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638234 -1.06218 0 140 0.0846684 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638234 -1.06126 0 141 0.0849597 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638233 -1.06035 0 142 0.0852509 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638232 -1.05944 0 143 0.0855421 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638231 -1.05853 0 144 0.0858334 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638231 -1.05762 0 145 0.0861246 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.63823 -1.05671 0 146 0.0864158 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638229 -1.0558 0 147 0.086707 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638229 -1.05488 0 148 0.0869983 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638228 -1.05397 0 149 0.0872895 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638227 -1.05306 0 150 0.0875807 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638226 -1.05215 0 151 0.0878719 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638226 -1.05124 0 152 0.0881632 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638225 -1.05033 0 153 0.0884544 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638224 -1.04941 0 154 0.0887456 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.638223 -1.0485 0 155 0.0890368 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617064 -1.04948 0 156 0.0957684 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617063 -1.04856 0 157 0.0960826 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617063 -1.04764 0 158 0.0963968 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617062 -1.04673 0 159 0.096711 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617061 -1.04581 0 160 0.0970252 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617061 -1.0449 0 161 0.0973395 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.61706 -1.04398 0 162 0.0976537 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.61706 -1.04306 0 163 0.0979679 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617059 -1.04215 0 164 0.0982821 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617058 -1.04123 0 165 0.0985963 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617058 -1.04032 0 166 0.0989105 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617057 -1.0394 0 167 0.0992247 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617057 -1.03848 0 168 0.0995389 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617056 -1.03757 0 169 0.0998531 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617055 -1.03665 0 170 0.100167 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617055 -1.03574 0 171 0.100482 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617054 -1.03482 0 172 0.100796 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617053 -1.0339 0 173 0.10111 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617053 -1.03299 0 174 0.101424 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617052 -1.03207 0 175 0.101738 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617052 -1.03116 0 176 0.102053 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.617051 -1.03024 0 177 0.102367 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.61705 -1.02932 0 178 0.102681 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
42 0.61705 -1.02841 0 179 0.102995 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 1
43 0.412091 -1.14 0 95 0.0630391 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13905 0 96 0.0633482 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.1381 0 97 0.0636573 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13714 0 98 0.0639664 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13619 0 99 0.0642756 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13524 0 100 0.0645847 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13429 0 101 0.0648938 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13334 0 102 0.0652029 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13239 0 103 0.065512 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13143 0 104 0.0658211 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.13048 0 105 0.0661302 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12953 0 106 0.0664394 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12858 0 107 0.0667485 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12763 0 108 0.0670576 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12668 0 109 0.0673667 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12572 0 110 0.0676758 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12477 0 111 0.0679849 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12382 0 112 0.068294 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12287 0 113 0.0686032 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12192 0 114 0.0689123 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12097 0 115 0.0692214 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.12001 0 116 0.0695305 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11906 0 117 0.0698396 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11811 0 118 0.0701487 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11716 0 119 0.0704579 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11621 0 120 0.070767 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11526 0 121 0.0710761 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.1143 0 122 0.0713852 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11335 0 123 0.0716943 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.1124 0 124 0.0720034 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.11145 0 125 0.0723125 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.1105 0 126 0.0726217 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.10955 0 127 0.0729308 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.10859 0 128 0.0732399 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.10764 0 129 0.073549 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.10669 0 130 0.0738581 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.412091 -1.10574 0 131 0.0741672 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.07161 0 132 0.0766411 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.07052 0 133 0.0769596 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06943 0 134 0.0772781 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06835 0 135 0.0775966 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06726 0 136 0.0779151 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06617 0 137 0.0782335 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06508 0 138 0.078552 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.064 0 139 0.0788705 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06291 0 140 0.079189 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.415187 -1.06182 0 141 0.0795075 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.07163 0 142 0.0867838 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.07058 0 143 0.0871321 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06954 0 144 0.0874804 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.0685 0 145 0.0878286 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06745 0 146 0.0881769 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06641 0 147 0.0885251 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06537 0 148 0.0888734 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06432 0 149 0.0892217 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06328 0 150 0.0895699 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06224 0 151 0.0899182 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06119 0 152 0.0902665 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.06015 0 153 0.0906147 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.05911 0 154 0.090963 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 -
43 0.398368 -1.05806 0 155 0.0913112 "{1, 3, 5, 13, 21}" Color 1 TrackId TrackColor 0 0 1
44 -0.166939 -0.363421 0 124 0.0812655 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166868 -0.358404 0 125 0.0817017 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166796 -0.353387 0 126 0.0821374 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166724 -0.348369 0 127 0.0825727 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166653 -0.343352 0 128 0.0830074 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166581 -0.338335 0 129 0.0834416 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.16651 -0.333318 0 130 0.0838753 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166438 -0.3283 0 131 0.0843085 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166367 -0.323283 0 132 0.0847412 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166295 -0.318266 0 133 0.0851734 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166224 -0.313248 0 134 0.0856051 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.166152 -0.308231 0 135 0.0860364 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.16608 -0.303214 0 136 0.0864671 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.127298 -0.305289 0 137 0.0908231 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.12724 -0.300283 0 138 0.0912733 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.127183 -0.295278 0 139 0.091723 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
44 -0.127126 -0.290273 0 140 0.0921722 "{1, 2, 7, 8, 18, 33}" Color 1 TrackId TrackColor 0 3 -
